2,0.20857
4,0.2169
6,0.23476
8,0.25143
9,0.29905
10,0.3419
12,0.39833
13,0.48452
14,0.5131
15,0.59048
16,1
17,0.77369
18,0.74512
19,1
20,1
21,0.7594
22,0.78369
24,0.66429
25,0.55714
26,0.54286
28,0.42571
32,0.28238
36,0.2919
41,0.18952
56,0.15619
62,0.12643
64,0.1419
87,0.13952
95,0.1169
96,0.15857
